Iteration,Insert,Search,Unit: ns
0,87,69
1,105,72
2,116,76
3,160,79
4,128,88
5,161,88
6,170,94
7,166,97
8,166,94
9,149,99
10,175,105
11,188,104
12,194,111
13,170,118
14,200,128
15,199,113
16,203,122
17,212,121
18,195,124
19,319,133
20,242,127
21,247,135
22,256,124
23,223,136
24,249,129
25,252,156
26,273,147
27,242,155
28,259,158
29,287,189
30,308,161
31,298,156
32,291,166
33,302,162
34,316,170
35,336,173
36,343,165
37,347,187
38,368,199
39,370,179
40,393,171
41,382,205
42,409,216
43,386,206
44,480,252
45,518,266
46,538,235
47,560,232
48,486,326
49,513,227
50,499,256
51,533,246
52,525,251
53,669,278
54,555,246
55,512,256
56,565,290
57,827,339
58,809,534
59,781,373
60,855,349
61,956,399
62,864,600
63,814,376
64,821,501
65,910,421
66,877,478
67,1133,448
68,949,341
69,768,360
70,1041,383
71,988,795
72,1516,609
73,1071,620
74,1205,437
75,1015,698
76,1195,659
77,1115,526
78,1508,442
79,875,413
80,905,381
81,865,417
82,931,404
83,927,452
84,973,447
85,949,424
86,1097,450
87,1018,500
88,1037,427
89,1050,476
90,1075,457
91,1024,464
92,1063,484
93,1146,459
94,1240,469
95,1020,458
96,985,481
97,1336,647
98,1093,439
99,1075,467
